Datetime,TotalCoolingSensibleLoad (W) Building 7,TotalCoolingSensibleLoad (W) Building 15,TotalCoolingSensibleLoad (W) Building 17,TotalCoolingSensibleLoad (W) Building 21,TotalCoolingSensibleLoad (W) Building 25,TotalCoolingSensibleLoad (W) Building 35,TotalHeatingSensibleLoad (W) Building 7,TotalHeatingSensibleLoad (W) Building 15,TotalHeatingSensibleLoad (W) Building 17,TotalHeatingSensibleLoad (W) Building 21,TotalHeatingSensibleLoad (W) Building 25,TotalHeatingSensibleLoad (W) Building 35,TotalWaterHeating (W) Building 7,TotalWaterHeating (W) Building 15,TotalWaterHeating (W) Building 17,TotalWaterHeating (W) Building 21,TotalWaterHeating (W) Building 25,TotalWaterHeating (W) Building 35
2017-01-01 01:00:00,0.0,0.0,-55703.7,-443.8,-51917.5,0,0.0,0.0,79339.8,29528.9,149960.3,242.6,26297.1,78.1,32747.6,310.6,37324.2,0.0
2017-01-01 02:00:00,0.0,0.0,-54108.6,-451.4,-50585.9,0,0.0,0.0,77497.1,28553.2,145347.1,440.3,308.4,77.2,31842.2,309.9,36291.1,0.0
2017-01-01 03:00:00,0.0,0.0,-49933.7,-431.8,-46879.6,0,0.0,0.0,79778.1,29599.5,149919.2,657.2,303.4,76.3,31843.4,309.0,36292.0,0.0
2017-01-01 04:00:00,0.0,0.0,-47898.2,-428.2,-45847.0,0,0.0,565.4,80796.7,30227.1,151915.3,837.5,298.4,75.4,31844.7,308.1,36292.8,0.0
2017-01-01 05:00:00,0.0,0.0,-46930.2,-426.3,-45271.7,0,9396.6,1489.8,81780.1,30684.7,154017.5,1022.9,305.7,76.3,31845.2,310.6,36293.8,0.0
2017-01-01 06:00:00,0.0,0.0,-46402.6,-456.5,-45420.7,0,8035.8,1943.4,74723.6,26402.1,138858.4,982.3,304.7,77.7,33695.5,309.9,38403.0,0.0
2017-01-01 07:00:00,0.0,0.0,-54024.0,-616.9,-53169.3,0,5746.4,2646.0,71714.5,24253.2,134271.9,1048.4,24806.8,76.8,37405.1,309.0,42681.7,0.0
2017-01-01 08:00:00,0.0,0.0,-63641.1,-860.9,-60728.6,0,1301.2,14777.1,67632.5,22116.8,128183.4,1092.5,24822.5,75.9,37412.8,308.1,42634.6,0.0
2017-01-01 09:00:00,0.0,0.0,-30277.3,-3.3,-44056.3,0,296.0,43806.9,491.5,5661.3,19838.2,616.1,24843.1,75.0,37442.5,13680.5,42661.7,0.0
2017-01-01 10:00:00,0.0,0.0,-44030.2,-7461.0,-50501.4,0,1038.8,58220.5,85092.6,18776.9,154274.5,139.1,24817.2,979.4,38382.0,13740.1,43767.1,0.0
2017-01-01 11:00:00,0.0,0.0,-48547.9,-6864.8,-47985.6,0,189.7,36358.4,75756.8,24623.2,146700.3,54.6,30062.8,1942.8,37459.0,13764.5,42674.5,0.0
2017-01-01 12:00:00,-1039.2,0.0,-11357.5,-6743.5,-31133.7,0,86.6,30680.4,2452.8,6622.9,28417.4,35.0,30028.8,2073.5,37491.2,13773.5,42705.9,0.0
2017-01-01 13:00:00,-1763.9,0.0,-22765.8,-6764.3,-33472.3,0,71.4,19560.8,17265.5,10452.7,52488.9,32.3,28554.0,2395.8,35563.6,13776.8,40537.3,0.0
2017-01-01 14:00:00,-1342.7,0.0,-13539.1,-7263.8,-26222.3,0,61.8,15483.5,19765.0,9587.9,53035.5,24.9,28555.2,2396.7,35562.2,13778.0,40537.2,0.0
2017-01-01 15:00:00,-72.0,0.0,-13507.8,-7351.3,-25218.3,0,73.1,14296.1,27998.0,11779.1,69047.5,32.8,27060.8,2267.5,33703.3,13778.5,38404.9,0.0
2017-01-01 16:00:00,0.0,0.0,-12903.2,-7385.8,-24829.7,0,78.9,13430.8,28414.8,11267.3,68583.1,40.7,27060.7,2332.2,33702.4,13778.7,38405.6,0.0
2017-01-01 17:00:00,-817.4,0.0,-8640.7,-7698.2,-23522.2,0,81.8,13133.6,96870.5,27370.5,173565.4,64.2,27060.7,2461.0,33700.2,310.7,38408.3,0.0
2017-01-01 18:00:00,-994.4,0.0,-36136.1,-622.0,-38771.4,0,86.0,17781.4,95700.1,26835.7,178168.7,174.5,28557.3,2266.9,35561.9,309.9,40537.4,0.0
2017-01-01 19:00:00,-2599.4,0.0,-19797.8,-789.5,-36662.3,0,82.5,22973.0,2099.1,6718.6,23965.3,210.6,30099.0,1684.4,37391.9,309.0,42731.7,0.0
2017-01-01 20:00:00,-2961.4,0.0,-66255.8,-846.0,-55665.5,0,81.3,0.0,82427.7,21145.4,148538.0,219.3,30037.6,78.1,37420.0,308.1,42641.0,0.0
2017-01-01 21:00:00,-2373.0,0.0,-79676.4,-1878.7,-73479.4,0,79.3,0.0,65394.6,21738.1,137119.2,202.7,28550.8,77.2,35564.0,310.7,40537.9,0.0
2017-01-01 22:00:00,0.0,0.0,-83754.6,-1419.4,-83244.2,0,98.1,0.0,68393.8,22217.4,128580.8,204.5,30045.8,76.3,37457.6,309.9,42648.5,0.0
2017-01-01 23:00:00,0.0,0.0,-77748.4,-660.5,-77543.9,0,1203.6,0.0,67588.2,23682.7,127973.3,198.4,28556.4,75.4,35565.7,309.0,40537.8,0.0
2017-01-02 00:00:00,0.0,0.0,-68066.4,-446.2,-65931.1,0,2439.7,0.0,68344.4,23870.7,126027.1,161.7,25572.1,76.2,31844.1,308.1,36288.6,0.0
2017-01-02 01:00:00,0.0,0.0,-61571.8,-493.0,-56945.6,0,0.0,0.0,64689.6,22025.0,117248.2,124.1,25607.3,77.8,31886.5,310.7,36334.2,0.0
2017-01-02 02:00:00,0.0,0.0,-57963.1,-477.0,-53797.9,0,0.0,0.0,66750.1,23062.7,121266.9,118.5,308.4,76.8,30932.2,309.9,35290.8,0.0
2017-01-02 03:00:00,0.0,0.0,-54964.0,-471.0,-51245.2,0,0.0,0.0,66322.5,22904.2,120445.3,101.7,303.4,75.9,30960.3,309.0,35295.5,0.0
2017-01-02 04:00:00,0.0,0.0,-53735.6,-449.7,-50109.3,0,0.0,0.0,71023.8,25673.1,131063.8,99.4,298.4,75.0,30974.8,308.1,35252.7,0.0
2017-01-02 05:00:00,0.0,0.0,-52974.2,-463.7,-49680.4,0,7678.7,0.0,67444.3,23846.2,123931.6,69.3,305.6,77.6,31882.2,310.7,36343.8,0.0
2017-01-02 06:00:00,0.0,0.0,0.0,-476.2,0.0,0,6216.4,12668.3,0.0,23215.2,0.0,72.4,304.7,77.4,32788.0,309.9,37412.2,0.0
2017-01-02 07:00:00,0.0,0.0,0.0,-852.0,0.0,0,4349.3,37389.8,0.0,22341.7,103.2,87.8,24842.6,76.5,37539.0,309.0,42703.9,0.0
2017-01-02 08:00:00,0.0,0.0,-46264.6,-1452.7,-51776.5,0,891.2,51754.0,100984.6,18780.2,199909.4,59.9,31606.2,1042.2,39309.9,308.1,45054.5,0.0
2017-01-02 09:00:00,0.0,0.0,-25366.9,-35.9,-43121.4,0,185.6,31830.2,1451.1,2864.5,28123.4,30.8,30868.6,1562.3,38447.1,13791.8,43857.6,0.0
2017-01-02 10:00:00,-910.9,0.0,-25942.6,-7726.1,-37037.6,0,95.8,15502.9,87395.8,16035.5,161122.1,5.4,29380.8,2140.8,36595.9,13783.7,41606.8,0.0
2017-01-02 11:00:00,0.0,0.0,-32605.2,-7083.8,-36186.1,0,70.7,12044.4,64397.0,15465.6,125459.2,0.0,28584.4,2721.4,35607.5,13780.6,40597.8,0.0
2017-01-02 12:00:00,-788.3,0.0,0.0,-7131.3,-23671.7,0,27.7,8293.4,0.0,730.7,11906.6,0.0,29358.2,3754.6,36541.4,13779.4,41665.0,0.0
2017-01-02 13:00:00,-3447.2,0.0,-12912.3,-7479.1,-27631.4,0,0.0,6504.6,1234.8,1571.9,15293.5,0.0,28607.0,4072.9,35621.3,13779.0,40593.2,0.0
2017-01-02 14:00:00,-2498.6,0.0,-15382.1,-8805.5,-27886.7,0,0.0,4944.4,336.9,841.5,10274.0,0.0,27814.6,4011.8,34660.4,13778.8,39555.5,0.0
2017-01-02 15:00:00,-622.8,0.0,-14065.2,-9027.7,-26841.8,0,0.0,4204.2,3693.8,1693.8,17986.4,0.0,27099.2,3302.9,33748.2,13778.8,38461.5,0.0
2017-01-02 16:00:00,-101.2,0.0,-17071.1,-9357.3,-29916.1,0,0.0,2995.5,4344.5,1248.8,15957.6,0.0,27099.5,2982.8,33748.1,13778.8,38461.6,0.0
2017-01-02 17:00:00,-427.7,0.0,-21539.6,-11310.0,-32881.5,0,0.0,3561.4,70932.4,11617.6,123216.0,0.0,27100.0,3043.9,33747.1,310.7,38464.7,0.0
2017-01-02 18:00:00,-3316.5,0.0,-44825.6,-3514.3,-46871.2,0,0.0,4428.4,60325.6,11558.7,111216.0,0.0,28601.8,3105.9,35613.1,309.9,40601.2,0.0
2017-01-02 19:00:00,-5084.3,0.0,-36380.0,-1680.1,-48033.7,0,0.0,4852.1,0.0,231.7,2605.4,0.0,30861.6,2786.9,38450.3,309.0,43786.9,0.0
2017-01-02 20:00:00,-4577.6,0.0,-74422.6,-3912.6,-70563.4,0,0.0,6283.3,45248.3,6249.0,83442.5,0.0,31617.7,2270.5,39528.9,308.1,44849.8,0.0
2017-01-02 21:00:00,-4343.6,0.0,-97039.6,-3825.1,-101591.0,0,0.0,6604.8,38267.5,8914.4,74353.1,0.0,30112.6,2205.6,37452.2,310.7,42747.5,0.0
2017-01-02 22:00:00,-2060.0,0.0,-104735.6,-3818.8,-107836.5,0,0.0,0.0,36169.4,6713.6,67820.9,0.0,30860.6,78.1,38457.1,309.9,43810.0,0.0
2017-01-02 23:00:00,0.0,0.0,-98856.1,-2480.8,-103382.6,0,20.6,0.0,36753.1,8273.0,69001.6,0.0,29345.5,77.2,36591.4,309.0,41690.0,0.0
2017-01-03 00:00:00,0.0,0.0,-76713.0,-1658.8,-81623.4,0,39.6,0.0,40407.2,10002.3,74426.3,0.0,26372.5,76.3,32791.7,308.1,37400.3,0.0
2017-01-03 01:00:00,0.0,0.0,-63719.5,-1496.9,-62777.0,0,0.0,0.0,39460.2,9900.9,72273.9,0.0,25638.3,75.4,31922.9,310.7,36392.1,0.0
2017-01-03 02:00:00,0.0,0.0,-60098.8,-1440.3,-59396.8,0,0.0,0.0,38279.2,9744.9,69976.4,0.0,304.9,76.3,31005.4,309.9,35308.4,0.0
2017-01-03 03:00:00,0.0,0.0,-56784.2,-1380.6,-55795.1,0,0.0,0.0,37748.4,9796.7,68965.7,0.0,299.8,77.7,31016.2,309.0,35339.6,0.0
2017-01-03 04:00:00,0.0,0.0,-55176.6,-1228.4,-53766.6,0,0.0,0.0,40648.8,11477.3,74708.8,0.0,302.3,76.8,30975.1,308.1,35346.2,0.0
2017-01-03 05:00:00,0.0,0.0,-54375.4,-1236.7,-52880.6,0,2675.8,0.0,40032.4,11324.4,73363.2,0.0,306.2,75.9,31936.1,310.7,36390.6,0.0
2017-01-03 06:00:00,0.0,0.0,0.0,-1237.9,0.0,0,1569.9,1558.7,0.0,10827.5,0.0,0.0,301.1,75.0,32849.2,309.9,37420.2,0.0
2017-01-03 07:00:00,0.0,0.0,0.0,-2195.9,0.0,0,484.3,11707.2,0.0,9167.3,0.0,0.0,24876.4,77.7,37549.4,309.0,42850.9,0.0
2017-01-03 08:00:00,-781.6,0.0,-51136.1,-2936.7,-54108.4,0,67.5,26838.5,54135.3,7197.4,104720.2,0.0,31663.8,1045.5,39463.7,308.1,44877.2,0.0
2017-01-03 09:00:00,-945.9,0.0,-26833.4,-1518.4,-45229.1,0,42.5,13016.5,0.0,166.5,4416.6,0.0,30910.7,1560.3,38504.7,13788.4,43886.2,0.0
2017-01-03 10:00:00,-734.1,0.0,-29701.4,-10895.7,-40016.6,0,29.0,7248.3,49568.7,6510.1,89978.4,0.0,29410.6,2143.8,36652.9,13782.4,41762.9,0.0
2017-01-03 11:00:00,-1685.9,0.0,-34065.5,-9507.8,-37945.0,0,14.1,4751.3,33128.8,6371.6,64822.8,0.0,28625.7,2726.5,35651.6,13780.1,40642.7,0.0
2017-01-03 12:00:00,-3492.1,0.0,0.0,-9075.0,-24904.1,0,0.0,2649.5,0.0,43.4,3906.3,0.0,29427.8,3759.1,36579.6,13779.2,41735.6,0.0
2017-01-03 13:00:00,-6087.5,0.0,-13614.5,-9734.8,-28934.4,0,0.0,1568.3,0.0,70.6,3080.1,0.0,28619.4,4081.2,35675.0,13778.9,40664.0,0.0
2017-01-03 14:00:00,-4639.2,0.0,-15943.7,-11494.9,-29279.9,0,0.0,561.7,0.0,37.5,1657.1,0.0,27876.1,4022.5,34705.1,13778.8,39542.0,0.0
2017-01-03 15:00:00,-5651.7,0.0,-1710.1,-13363.5,-26055.7,0,0.0,0.0,0.0,0.0,695.7,0.0,27141.5,3304.1,33792.8,13778.8,38518.8,0.0
2017-01-03 16:00:00,-784.1,0.0,-14027.3,-12744.4,-30349.8,0,0.0,0.0,0.0,0.0,411.6,0.0,27142.8,2984.0,33792.7,13778.8,38518.3,0.0
2017-01-03 17:00:00,-3283.2,0.0,-22414.8,-17213.0,-34844.4,0,0.0,0.0,49471.2,2618.7,84671.8,0.0,27143.4,3051.6,33793.8,310.7,38518.7,0.0
2017-01-03 18:00:00,-7405.6,0.0,-47248.1,-5732.1,-53807.8,0,0.0,0.0,27264.2,2341.0,52574.9,0.0,28632.1,3112.4,35665.9,309.9,40653.5,0.0
2017-01-03 19:00:00,-10510.8,0.0,-37045.0,-1830.2,-52166.2,0,0.0,69.6,0.0,0.0,423.7,0.0,30908.8,2787.4,38497.7,309.0,43882.4,0.0
2017-01-03 20:00:00,-10870.4,0.0,-75900.1,-5643.5,-82504.8,0,0.0,1275.8,29617.6,2100.4,60044.5,0.0,31625.6,2272.9,39500.4,308.2,45044.1,0.0
2017-01-03 21:00:00,-8772.8,0.0,-104386.8,-5897.6,-110838.9,0,0.0,1797.2,15540.3,2109.2,36206.6,0.0,30180.1,2208.4,37534.4,310.7,42776.1,0.0
2017-01-03 22:00:00,-4671.3,0.0,-109505.9,-6445.0,-117030.7,0,0.0,0.0,12494.9,1096.3,28963.5,0.0,30908.8,78.1,38497.6,309.9,43886.4,0.0
2017-01-03 23:00:00,-393.4,0.0,-106394.4,-3979.4,-112446.3,0,0.0,0.0,15609.0,2279.7,34327.5,0.0,29369.4,77.2,36623.1,309.0,41764.6,0.0
2017-01-04 00:00:00,-2.6,0.0,-83079.1,-2863.1,-91995.4,0,0.0,0.0,18219.8,3287.5,37872.6,0.0,26383.3,76.3,32865.4,308.2,37442.1,0.0
2017-01-04 01:00:00,0.0,0.0,-65988.3,-2792.1,-70677.9,0,0.0,0.0,18856.2,2908.2,36349.2,0.0,25668.7,75.4,31977.2,310.7,36442.1,0.0
2017-01-04 02:00:00,0.0,0.0,-63088.0,-2564.1,-68365.9,0,0.0,0.0,19495.8,3188.2,36927.1,0.0,308.5,76.2,31016.6,309.9,35358.2,0.0
2017-01-04 03:00:00,0.0,0.0,-58097.6,-2137.5,-59178.6,0,0.0,0.0,25798.7,5735.5,48566.9,0.0,303.4,77.8,31037.0,309.0,35386.7,0.0
2017-01-04 04:00:00,0.0,0.0,-57201.1,-2286.0,-60967.6,0,0.0,0.0,20992.3,4131.0,39061.1,0.0,298.3,76.8,31059.0,308.2,35396.4,0.0
2017-01-04 05:00:00,0.0,0.0,-55851.0,-2011.5,-59021.2,0,626.4,0.0,24014.1,5802.7,45544.7,0.0,305.7,75.9,31961.4,310.7,36435.3,0.0
2017-01-04 06:00:00,-68.7,0.0,0.0,-1993.1,0.0,0,27.9,0.0,0.0,5971.4,0.0,0.0,304.7,75.0,32908.2,309.9,37476.4,0.0
2017-01-04 07:00:00,-368.9,0.0,0.0,-3156.1,0.0,0,28.1,7280.5,0.0,3987.4,0.0,0.0,24911.9,77.6,37586.8,309.0,42927.0,0.0
2017-01-04 08:00:00,-1937.7,0.0,-54317.4,-4109.2,-57622.5,0,14.6,18690.8,33373.9,2389.9,63168.4,0.0,31689.9,1046.9,39627.0,308.2,44914.5,0.0
2017-01-04 09:00:00,-1015.4,0.0,-28273.6,-1780.1,-46808.5,0,17.8,9206.1,0.0,61.5,1394.0,0.0,30957.8,1562.3,38554.9,13788.6,43944.9,0.0
2017-01-04 10:00:00,-986.6,0.0,-29645.9,-15299.7,-42334.8,0,0.0,2362.4,24571.1,1167.0,46086.1,0.0,29431.3,2146.6,36607.6,13782.4,41787.5,0.0
2017-01-04 11:00:00,-2851.7,0.0,-42213.3,-19157.8,-49016.6,0,0.0,35.6,8922.2,469.2,24980.5,0.0,28670.4,2730.2,35721.2,13780.1,40699.4,0.0
2017-01-04 12:00:00,-11180.1,-2393.9,-13678.1,-18031.7,-41974.9,0,0.0,0.0,0.0,0.0,52.7,0.0,29441.0,3763.7,36634.7,13779.2,41823.1,0.0
2017-01-04 13:00:00,-17869.6,-3693.8,-35017.7,-20021.2,-51250.6,0,0.0,0.0,0.0,0.0,0.0,0.0,28664.9,4086.5,35713.4,13778.9,40689.9,0.0
2017-01-04 14:00:00,-19545.0,-5901.8,-46087.5,-23731.5,-61202.4,0,0.0,0.0,0.0,0.0,0.0,0.0,27955.4,4028.0,34798.3,13778.8,39637.9,0.0
2017-01-04 15:00:00,-17179.4,-6012.8,-40352.7,-24187.6,-76126.8,0,0.0,0.0,0.0,0.0,0.0,0.0,27166.2,3308.4,33833.3,13778.8,38576.2,0.0
2017-01-04 16:00:00,-12962.6,-4394.7,-38186.5,-21992.0,-72921.9,0,0.0,0.0,0.0,0.0,0.0,0.0,27164.5,2987.6,33834.7,13778.8,38577.0,0.0
2017-01-04 17:00:00,-12080.5,-1304.0,-60030.8,-33345.3,-118760.0,0,0.0,0.0,11273.3,9.0,31344.7,0.0,27166.9,3055.5,33835.8,310.7,38577.3,0.0
2017-01-04 18:00:00,-11209.9,0.0,-64127.0,-15204.6,-94641.3,0,0.0,0.0,5723.0,88.2,20505.9,0.0,28667.5,3116.8,35707.3,309.9,40713.0,0.0
2017-01-04 19:00:00,-12260.6,0.0,-39350.5,-2113.3,-66120.0,0,0.0,0.0,0.0,0.0,150.5,0.0,30953.6,2791.1,38553.9,309.0,43948.5,0.0
2017-01-04 20:00:00,-10372.8,0.0,-90495.6,-8266.0,-108835.4,0,0.0,0.0,17090.6,493.4,29443.9,0.0,31764.2,2275.9,39584.3,308.2,44913.4,0.0
2017-01-04 21:00:00,-9773.1,0.0,-118856.4,-9562.9,-131465.7,0,0.0,0.0,2825.3,550.6,13707.0,0.0,30183.0,2211.3,37577.1,310.7,42927.2,0.0
2017-01-04 22:00:00,-5319.9,0.0,-121045.4,-7337.5,-129920.7,0,0.0,0.0,7261.1,1126.8,19594.6,0.0,30961.8,78.1,38553.5,309.9,43934.0,0.0
2017-01-04 23:00:00,-895.4,0.0,-113810.2,-5145.0,-122381.3,0,0.0,0.0,7479.0,1591.5,19352.2,0.0,29418.7,77.2,36665.4,309.0,41724.3,0.0
2017-01-05 00:00:00,0.0,0.0,-87877.6,-3230.6,-97313.8,0,0.0,0.0,11501.2,3210.1,26062.6,0.0,26446.8,76.3,32919.9,308.2,37523.6,0.0
2017-01-05 01:00:00,0.0,0.0,-69432.6,-2774.8,-75477.7,0,0.0,0.0,13485.7,4111.8,29884.2,0.0,25692.4,75.4,32015.8,310.7,36471.5,0.0
2017-01-05 02:00:00,0.0,0.0,-64660.2,-2520.1,-68111.2,0,0.0,0.0,14595.4,4759.9,32332.0,0.0,308.5,76.2,31062.7,309.9,35447.3,0.0
2017-01-05 03:00:00,0.0,0.0,-61291.5,-2542.5,-66215.0,0,0.0,0.0,13133.9,4109.9,28291.4,0.0,303.3,77.8,31068.4,309.0,35405.7,0.0
2017-01-05 04:00:00,0.0,0.0,-58279.9,-2275.8,-62907.8,0,0.0,0.0,15890.6,5642.6,34156.6,0.0,298.3,76.8,31088.2,308.2,35407.9,0.0
2017-01-05 05:00:00,0.0,0.0,-56634.2,-2162.7,-60801.2,0,757.1,0.0,17363.4,6332.6,36565.9,0.0,305.8,75.9,32007.4,310.7,36491.4,0.0
2017-01-05 06:00:00,-116.1,0.0,0.0,-2272.1,0.0,0,32.4,0.0,0.0,4861.9,0.0,0.0,304.6,75.0,32977.6,309.9,37561.3,0.0
2017-01-05 07:00:00,-479.1,0.0,0.0,-3216.9,0.0,0,26.8,3865.3,0.0,4235.4,0.0,0.0,24945.2,77.6,37578.8,309.0,42888.0,0.0
2017-01-05 08:00:00,-2022.8,0.0,-55411.3,-4060.7,-58142.3,0,24.1,11626.0,29503.5,3463.6,62933.6,0.0,31735.7,1048.2,39660.4,308.2,45141.4,0.0
2017-01-05 09:00:00,-2034.3,0.0,-29495.9,-1831.2,-48279.1,0,10.1,4473.8,0.0,58.1,944.3,0.0,31005.6,1564.3,38595.4,13786.2,44003.6,0.0
2017-01-05 10:00:00,-1997.5,0.0,-32274.4,-13982.9,-43300.8,0,0.0,503.3,22965.4,1466.2,46952.9,0.0,29458.3,2149.3,36734.0,13781.6,41881.1,0.0
2017-01-05 11:00:00,-958.0,0.0,-35479.6,-12054.1,-43577.7,0,0.0,30.5,11193.4,2676.8,27171.0,0.0,28715.7,2733.9,35747.4,13779.8,40740.8,0.0
2017-01-05 12:00:00,-5388.0,0.0,-574.9,-11001.2,-26505.8,0,0.0,0.0,0.0,0.0,391.8,0.0,29461.8,3768.8,36684.7,13779.1,41867.2,0.0
2017-01-05 13:00:00,-12622.2,0.0,-13685.8,-12422.1,-31700.9,0,0.0,0.0,0.0,0.0,71.2,0.0,28713.7,4091.4,35781.5,13778.9,40761.1,0.0
2017-01-05 14:00:00,-16039.2,-2734.9,-12490.5,-19457.0,-35650.9,0,0.0,0.0,0.0,0.0,0.0,0.0,27967.6,4033.3,34780.8,13778.8,39655.3,0.0
2017-01-05 15:00:00,-12482.9,-1079.0,-15617.8,-16596.7,-36363.5,0,0.0,0.0,0.0,0.0,0.0,0.0,27204.0,3312.7,33888.0,13778.8,38626.0,0.0
2017-01-05 16:00:00,-9023.7,-391.0,-10995.8,-15759.5,-38734.6,0,0.0,0.0,0.0,0.0,0.0,0.0,27205.3,2991.6,33889.2,13778.8,38628.4,0.0
2017-01-05 17:00:00,-8905.8,-14.9,-39181.3,-27120.1,-55921.7,0,0.0,0.0,19438.5,0.0,31746.5,0.0,27209.4,3059.4,33889.7,310.7,38629.6,0.0
2017-01-05 18:00:00,-9839.6,0.0,-55391.0,-9745.2,-58577.9,0,0.0,0.0,9568.8,441.4,24006.1,0.0,28726.4,3120.8,35781.4,309.9,40777.9,0.0
2017-01-05 19:00:00,-12994.9,0.0,-37572.4,-1829.4,-61616.5,0,0.0,0.0,0.0,0.0,197.5,0.0,31017.4,2794.7,38601.1,309.0,44003.8,0.0
2017-01-05 20:00:00,-12635.1,0.0,-83232.1,-6661.3,-93499.4,0,0.0,0.0,18569.3,679.3,39580.9,0.0,31716.4,2278.8,39487.7,308.2,44994.1,0.0
2017-01-05 21:00:00,-12702.4,0.0,-110325.5,-9009.7,-118318.8,0,0.0,0.0,5010.2,258.1,13890.0,0.0,30258.3,2214.1,37682.3,310.7,42975.0,0.0
2017-01-05 22:00:00,-6395.6,0.0,-120595.9,-8015.1,-126366.5,0,0.0,0.0,4878.6,446.5,13818.4,0.0,30975.1,78.1,38595.3,309.9,44001.4,0.0
2017-01-05 23:00:00,-995.8,0.0,-114470.6,-5700.5,-121154.1,0,0.0,0.0,4864.5,681.3,13320.2,0.0,29493.5,77.2,36710.0,309.0,41811.3,0.0
2017-01-06 00:00:00,-20.2,0.0,-87412.0,-3605.5,-98172.4,0,0.0,0.0,9374.7,1996.9,22574.8,0.0,26434.2,76.3,32929.7,308.2,37545.7,0.0
2017-01-06 01:00:00,0.0,0.0,-68443.9,-3242.4,-78004.7,0,0.0,0.0,10214.1,2121.7,22897.7,0.0,25746.8,75.4,32050.5,310.7,36525.0,0.0
2017-01-06 02:00:00,0.0,0.0,-64433.4,-2860.0,-72099.5,0,0.0,0.0,12189.6,2970.4,26529.9,0.0,308.4,76.2,31118.5,309.9,35476.1,0.0
2017-01-06 03:00:00,0.0,0.0,-59321.7,-2421.1,-65557.2,0,0.0,0.0,15674.9,4722.9,34191.7,0.0,303.4,77.8,31135.7,309.0,35489.6,0.0
2017-01-06 04:00:00,0.0,0.0,-58307.3,-2525.2,-64136.0,0,0.0,0.0,14089.7,3942.4,29779.6,0.0,298.4,76.8,31125.7,308.2,35447.9,0.0
2017-01-06 05:00:00,0.0,0.0,-54886.0,-2047.4,-57434.0,0,651.4,0.0,21988.6,7755.0,45761.6,0.0,305.6,75.9,32052.2,310.7,36549.3,0.0
2017-01-06 06:00:00,-70.3,0.0,0.0,-1976.4,0.0,0,71.1,0.0,0.0,7929.1,0.0,0.0,304.7,75.0,32968.4,309.9,37567.9,0.0
2017-01-06 07:00:00,-498.3,0.0,0.0,-3015.4,0.0,0,32.4,5990.1,0.0,6753.4,0.0,0.0,24977.8,77.6,37718.5,309.0,43047.1,0.0
2017-01-06 08:00:00,-1023.8,0.0,-53925.9,-3827.2,-56140.5,0,26.3,15072.2,40705.5,4704.4,80555.8,0.0,31785.2,1049.4,39742.1,308.2,45061.3,0.0
2017-01-06 09:00:00,-641.6,0.0,-28607.3,-1358.4,-48415.5,0,22.2,5760.0,0.0,216.5,1581.6,0.0,31061.7,1566.2,38633.7,13785.7,44079.9,0.0
2017-01-06 10:00:00,-1654.0,0.0,-37566.2,-13805.4,-51850.4,0,7.4,1672.5,22826.4,3278.3,57548.1,0.0,29487.4,2152.0,36736.7,13781.4,41869.0,0.0
2017-01-06 11:00:00,-2830.9,0.0,-54665.0,-14725.2,-57832.3,0,0.0,577.7,14892.1,3158.6,38472.6,0.0,28766.1,2737.4,35825.2,13779.7,40818.3,0.0
2017-01-06 12:00:00,-6794.8,-388.6,-13737.4,-12583.0,-40426.1,0,0.0,0.0,0.0,0.0,504.3,0.0,29485.5,3773.0,36711.7,13779.1,41880.8,0.0
2017-01-06 13:00:00,-13308.3,-2954.5,-36713.7,-14328.3,-51870.7,0,0.0,0.0,0.0,0.0,280.5,0.0,28768.0,4096.2,35831.8,13778.9,40812.1,0.0
2017-01-06 14:00:00,-14787.5,-5706.5,-49183.4,-18200.4,-59221.2,0,0.0,0.0,0.0,0.0,208.8,0.0,27976.5,4038.3,34824.4,13778.8,39761.8,0.0
2017-01-06 15:00:00,-9859.0,-3196.6,-35503.9,-16466.5,-47606.0,0,0.0,0.0,0.0,0.0,167.5,0.0,27245.8,3316.9,33932.6,13778.8,38660.6,0.0
2017-01-06 16:00:00,-6688.8,-2177.0,-33451.7,-15845.4,-48848.4,0,0.0,0.0,0.0,0.0,164.8,0.0,27250.9,2995.3,33935.9,13778.8,38664.2,0.0
2017-01-06 17:00:00,-2231.3,0.0,-52944.6,-21538.4,-83469.3,0,0.0,0.0,29181.6,2047.1,53619.5,0.0,27256.4,3063.4,33939.5,310.7,38667.0,0.0
2017-01-06 18:00:00,-3350.3,0.0,-58923.8,-8648.7,-69818.8,0,0.0,0.0,19602.2,2488.9,41070.5,0.0,28741.8,3124.7,35804.4,309.9,40815.2,0.0
2017-01-06 19:00:00,-6449.2,0.0,-39552.9,-1612.5,-61485.1,0,0.0,243.7,0.0,44.6,918.3,0.0,31008.2,2798.0,38630.8,309.0,44075.8,0.0
2017-01-06 20:00:00,-3490.2,0.0,-85997.6,-5366.3,-91630.3,0,0.0,996.3,31964.4,3573.4,55513.3,0.0,31883.8,2281.6,39723.0,308.2,45153.0,0.0
2017-01-06 21:00:00,-6541.9,0.0,-107762.6,-5247.8,-113461.1,0,0.0,1620.5,15607.8,5334.9,38874.6,0.0,30227.5,2216.8,37632.5,310.7,43021.1,0.0
