Datetime,TotalCoolingSensibleLoad (W) Building 1,TotalCoolingSensibleLoad (W) Building 2,TotalCoolingSensibleLoad (W) Building 3,TotalCoolingSensibleLoad (W) Building 4,TotalCoolingSensibleLoad (W) Building 5,TotalCoolingSensibleLoad (W) Building 6,TotalCoolingSensibleLoad (W) Building 8,TotalCoolingSensibleLoad (W) Building 9,TotalCoolingSensibleLoad (W) Building 12,TotalCoolingSensibleLoad (W) Building 14,TotalCoolingSensibleLoad (W) Building 19,TotalCoolingSensibleLoad (W) Building 23,TotalCoolingSensibleLoad (W) Building 26,TotalCoolingSensibleLoad (W) Building 27,TotalCoolingSensibleLoad (W) Building 32,TotalCoolingSensibleLoad (W) Building 33,TotalHeatingSensibleLoad (W) Building 1,TotalHeatingSensibleLoad (W) Building 2,TotalHeatingSensibleLoad (W) Building 3,TotalHeatingSensibleLoad (W) Building 4,TotalHeatingSensibleLoad (W) Building 5,TotalHeatingSensibleLoad (W) Building 6,TotalHeatingSensibleLoad (W) Building 8,TotalHeatingSensibleLoad (W) Building 9,TotalHeatingSensibleLoad (W) Building 12,TotalHeatingSensibleLoad (W) Building 14,TotalHeatingSensibleLoad (W) Building 19,TotalHeatingSensibleLoad (W) Building 23,TotalHeatingSensibleLoad (W) Building 26,TotalHeatingSensibleLoad (W) Building 27,TotalHeatingSensibleLoad (W) Building 32,TotalHeatingSensibleLoad (W) Building 33,TotalWaterHeating (W) Building 1,TotalWaterHeating (W) Building 2,TotalWaterHeating (W) Building 3,TotalWaterHeating (W) Building 4,TotalWaterHeating (W) Building 5,TotalWaterHeating (W) Building 6,TotalWaterHeating (W) Building 8,TotalWaterHeating (W) Building 9,TotalWaterHeating (W) Building 12,TotalWaterHeating (W) Building 14,TotalWaterHeating (W) Building 19,TotalWaterHeating (W) Building 23,TotalWaterHeating (W) Building 26,TotalWaterHeating (W) Building 27,TotalWaterHeating (W) Building 32,TotalWaterHeating (W) Building 33
2017-01-01 01:00:00,0.0,0.0,0.0,-43716.8,-564.7,-23039.5,-3065.0,0.0,0.0,0.0,-386.8,-844.1,0.0,-79648.7,0.0,0.0,1883.9,9.4,0.0,82861.0,26781.5,52237.5,65808.8,5116.3,15225.3,0.0,29468.9,27233.7,18010.3,164721.4,3818.8,308.7,4.2,575.4,2564.1,28268.7,242.2,12476.3,506.8,21.5,381.0,87.3,250.6,319.1,5643.5,52500.4,45.7,0.0
2017-01-01 02:00:00,0.0,0.0,0.0,-42698.4,-559.0,-22244.4,-3006.9,0.0,0.0,0.0,-392.5,-834.7,0.0,-77600.2,0.0,0.0,1887.3,428.1,0.0,80897.0,25845.0,50936.9,66937.2,5177.0,13231.2,0.0,28458.1,26294.8,14556.2,160547.1,3871.6,343.5,4.2,9.5,42.5,27488.8,241.2,11311.1,499.1,21.4,375.9,87.2,249.6,318.4,5642.5,51043.3,45.4,0.0
2017-01-01 03:00:00,0.0,0.0,0.0,-39531.4,-544.6,-20509.9,-2914.4,0.0,0.0,0.0,-376.1,-812.9,0.0,-72180.7,0.0,0.0,1955.9,752.1,0.0,83530.0,26776.5,52499.0,64709.5,5395.4,15219.8,0.0,29453.3,27233.9,15755.2,165862.9,4095.2,394.4,4.2,9.6,42.2,27490.5,240.0,11292.4,504.8,21.3,376.8,87.2,248.5,317.6,5635.0,51043.5,45.1,0.0
2017-01-01 04:00:00,0.0,0.0,0.0,-38254.7,-541.5,-19802.4,-2877.3,0.0,0.0,0.0,-373.1,-807.7,0.0,-70850.3,0.0,0.0,2000.3,1011.1,0.0,84631.4,27330.8,53155.4,66456.3,5525.4,16774.0,10.7,30065.9,27792.0,19252.7,168215.9,4262.0,493.2,4.2,9.6,42.0,27492.0,241.7,11292.1,501.0,21.3,378.7,87.1,249.7,316.7,5640.0,51043.7,44.8,0.0
2017-01-01 05:00:00,0.0,0.0,0.0,-37764.4,-540.6,-19521.8,-2851.9,0.0,0.0,0.0,-371.5,-805.8,0.0,-70091.1,0.0,0.0,2051.9,3117.7,2814.0,85707.4,27750.0,53813.6,66671.4,5674.9,14503.8,545.9,30512.5,28185.6,19166.9,170594.2,4447.3,710.0,4.2,9.6,41.7,27487.1,241.4,12399.0,502.5,21.2,373.3,87.0,250.0,318.8,5644.1,51044.0,44.5,0.0
2017-01-01 06:00:00,0.0,0.0,0.0,-37560.8,-541.1,-19519.8,-2834.0,0.0,0.0,0.0,-395.4,-805.7,0.0,-70051.6,0.0,0.0,1938.4,3121.4,1891.1,78255.4,23928.0,49098.0,61071.8,5440.6,16114.4,1426.7,26458.8,24207.1,17761.2,155033.3,4213.9,738.3,4.2,9.6,41.4,29089.2,240.2,13505.5,502.9,21.1,380.8,87.0,248.8,318.5,5636.5,54022.5,44.2,0.0
2017-01-01 07:00:00,0.0,0.0,0.0,-44457.4,-657.5,-23358.9,-3876.1,0.0,0.0,0.0,-523.6,-987.5,0.0,-81756.1,0.0,0.0,1906.8,2615.3,1688.4,74901.4,21998.1,47197.5,54387.3,5300.7,14893.9,2192.6,24584.9,22059.7,18474.0,149412.2,4282.1,886.1,286.7,542.2,2420.8,32270.2,241.1,15737.6,500.1,1119.2,6744.1,86.9,248.9,317.7,5636.6,60092.6,43.9,0.0
2017-01-01 08:00:00,0.0,0.0,0.0,-51303.9,-1142.8,-27168.1,-5519.0,0.0,0.0,0.0,-695.4,-1482.2,0.0,-92492.9,0.0,0.0,1905.4,2160.4,751.2,70836.1,20128.6,44838.9,47355.7,5297.3,16184.0,2790.5,22707.1,20062.9,15615.6,141807.0,4311.4,924.1,259.3,546.8,2424.2,32298.3,241.6,21280.3,504.7,899.7,4842.5,86.8,250.3,316.8,5645.7,60074.5,44.1,0.0
2017-01-01 09:00:00,0.0,0.0,0.0,-29432.8,0.0,-16108.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69385.1,0.0,0.0,1798.3,1946.3,536.3,1960.0,4081.1,1925.4,14666.6,4923.4,12965.9,2601.5,6139.3,3991.9,16960.4,26524.0,4045.3,417.2,248.4,552.8,2431.0,32332.2,11533.7,25808.3,37473.6,829.5,4644.8,86.7,11835.9,13925.2,5638.1,59985.1,45.7,0.0
2017-01-01 10:00:00,0.0,0.0,0.0,-39591.7,-6200.2,-20537.9,-25463.4,0.0,0.0,0.0,-6295.3,-8998.8,0.0,-78570.5,0.0,0.0,1599.2,1828.4,716.6,86011.8,17649.4,54417.8,33312.3,4273.8,12240.8,69529.9,18668.2,16737.6,18018.1,170888.6,3396.4,233.1,245.3,540.1,2425.7,33119.8,11595.3,20328.0,37788.4,816.8,4640.7,86.7,11898.6,13985.4,5633.7,61647.6,45.4,0.0
2017-01-01 11:00:00,0.0,0.0,0.0,-39638.0,-5592.3,-20768.4,-22974.1,0.0,0.0,0.0,-5707.4,-8066.5,0.0,-72947.7,0.0,0.0,1530.8,1727.5,539.5,78953.9,22105.1,49682.1,48826.0,3964.3,9970.2,39157.1,24326.6,22177.9,16913.1,160773.7,3028.3,143.4,246.1,662.0,2921.1,32356.3,11618.6,16951.8,37906.7,816.4,4637.6,677.3,11922.0,14009.7,5646.6,59990.1,45.0,0.0
2017-01-01 12:00:00,0.0,0.0,0.0,-14182.0,-5228.9,-7602.0,-21661.8,0.0,0.0,0.0,-5595.8,-7488.0,0.0,-46594.8,0.0,0.0,1384.3,1506.7,173.2,4899.3,4579.6,3382.3,17157.4,3499.7,9377.1,30663.2,6346.8,5134.3,12751.1,36108.3,2505.6,97.7,250.9,666.8,2935.0,32293.3,11627.4,14697.5,37950.8,843.0,5049.0,1502.0,11930.7,14018.6,5639.7,60009.7,44.7,0.0
2017-01-01 13:00:00,0.0,0.0,0.0,-20679.9,-5259.1,-11198.5,-31633.7,0.0,0.0,0.0,-5677.3,-7453.4,0.0,-50542.2,0.0,0.0,1369.4,1413.1,0.0,18122.3,8431.8,12882.4,22314.3,3430.3,7892.8,16201.8,10168.6,8854.0,12128.1,61252.6,2404.4,85.8,247.9,638.9,2788.3,30692.9,11630.6,12442.8,37967.1,842.1,5059.5,1580.8,11933.9,14021.9,5632.7,57032.6,44.4,0.0
2017-01-01 14:00:00,0.0,0.0,0.0,-13492.4,-5700.1,-7217.5,-24569.2,0.0,0.0,0.0,-6184.3,-7865.4,0.0,-41384.7,0.0,0.0,1208.8,1238.7,0.0,19896.6,7782.8,14245.8,20132.5,3074.2,6527.6,12887.0,9168.9,8336.1,11585.7,61200.9,1959.8,74.3,243.0,620.7,2788.6,30693.6,11631.8,12411.8,37973.1,872.8,5692.0,1831.5,11935.1,14023.1,5645.6,57033.0,44.1,0.0
2017-01-01 15:00:00,0.0,0.0,0.0,-13163.3,-5801.5,-7011.0,-23833.9,0.0,0.0,0.0,-6265.1,-7948.0,0.0,-36645.5,0.0,0.0,1310.8,1425.5,189.0,28407.0,9813.4,19801.7,24692.1,3355.0,8388.5,11931.9,11405.2,10278.5,12223.3,78890.2,2203.4,85.9,241.0,592.4,2649.0,29090.3,11632.2,12419.1,37975.4,836.9,5065.2,1853.4,11935.5,14023.6,5641.3,54041.0,43.8,0.0
2017-01-01 16:00:00,0.0,0.0,0.0,-12927.2,-5799.0,-6881.6,-23894.7,0.0,0.0,0.0,-6288.2,-7837.8,0.0,-35517.9,0.0,0.0,1337.5,1459.3,328.9,29453.9,9464.3,20044.6,23782.7,3524.0,10188.1,10885.2,10945.8,9818.9,10773.3,78556.6,2306.3,105.7,241.9,601.7,2643.7,29090.3,11632.4,12417.2,37976.2,814.7,4648.7,1731.3,11935.7,14023.7,5633.7,54043.8,44.6,0.0
2017-01-01 17:00:00,0.0,0.0,0.0,-2871.1,-6140.0,-825.2,-25206.4,0.0,0.0,0.0,-6641.5,-8205.5,0.0,-29991.8,0.0,0.0,1451.0,1475.3,151.5,104220.3,24172.6,62036.4,52507.5,3936.8,12614.3,11607.9,26519.1,24205.4,11707.9,192528.0,2582.1,157.7,245.0,597.4,2637.8,29088.9,242.3,12410.6,506.9,817.3,4638.6,1771.3,250.6,319.2,5642.7,54042.8,45.6,0.0
2017-01-01 18:00:00,0.0,0.0,0.0,-29284.8,-628.1,-15523.9,-3055.6,0.0,0.0,0.0,-534.3,-924.0,0.0,-57738.3,0.0,0.0,1603.5,1565.4,33.4,101641.7,25059.8,62527.8,53466.9,4377.0,11685.7,13597.5,27612.4,24243.3,13238.5,193562.3,3090.7,233.4,247.8,620.5,2789.2,30694.7,241.1,13504.9,499.2,819.5,4637.4,1907.9,249.6,318.4,5642.9,57038.4,45.3,0.0
2017-01-01 19:00:00,0.0,0.0,0.0,-22888.3,-831.2,-12480.8,0.0,0.0,0.0,0.0,-779.6,-1019.0,0.0,-56899.3,0.0,0.0,1674.0,1516.8,0.0,4545.3,4934.3,3502.7,19738.9,4638.5,13636.7,0.0,7203.8,5074.4,14918.4,29972.4,3235.5,266.2,4.2,659.4,2940.3,32313.7,239.9,14647.6,504.7,21.5,375.6,85.5,248.4,317.5,5635.3,59992.6,45.0,0.0
2017-01-01 20:00:00,0.0,0.0,0.0,-50982.3,-835.6,-25682.2,-2812.1,0.0,0.0,0.0,-730.0,-1439.4,0.0,-95443.5,0.0,0.0,1680.2,1486.0,0.0,84818.9,19202.7,52592.3,41103.2,4652.2,11733.7,0.0,21741.6,18687.9,13065.6,164028.4,3290.0,289.8,4.2,664.4,2950.7,32351.1,241.8,16840.5,501.1,21.4,377.3,85.4,249.8,316.7,5639.2,60017.1,44.7,0.0
2017-01-01 21:00:00,0.0,0.0,0.0,-59019.0,-1769.2,-32281.2,-6077.6,0.0,0.0,0.0,-1566.4,-2557.9,0.0,-111634.2,0.0,0.0,1629.6,1415.1,0.0,78410.2,20090.8,43564.2,46355.7,4538.0,13032.8,0.0,22520.1,19680.5,13372.2,146885.7,3175.9,280.6,4.2,637.3,2790.0,30702.7,241.4,16892.5,502.4,21.3,378.4,85.4,249.9,319.0,5644.5,57031.4,44.4,0.0
2017-01-01 22:00:00,0.0,0.0,0.0,-65055.3,-1551.4,-33826.7,-7450.6,0.0,0.0,0.0,-1181.6,-2286.4,0.0,-123347.2,0.0,0.0,1692.7,1642.9,191.5,72757.3,20332.1,45503.1,47446.2,4668.4,14257.2,0.0,22917.4,20288.6,14041.7,137621.0,3342.5,286.2,4.2,663.1,2918.9,32285.9,240.2,16904.0,502.9,21.2,373.1,85.3,248.8,318.5,5636.9,60041.5,44.0,0.0
2017-01-01 23:00:00,0.0,0.0,0.0,-61005.1,-723.8,-32025.3,-5240.1,0.0,0.0,0.0,-563.0,-1180.8,0.0,-114210.7,0.0,0.0,1720.0,1823.5,741.1,71710.5,21725.9,45112.0,51746.2,4736.5,12194.4,0.0,24234.9,21728.7,15672.8,138397.1,3403.8,282.8,4.2,619.9,2790.7,30693.1,241.2,21298.2,500.1,21.2,381.1,85.2,249.0,317.6,5635.7,57027.7,43.7,0.0
2017-01-02 00:00:00,0.0,0.0,0.0,-52902.1,-524.8,-28010.0,-3251.6,0.0,0.0,0.0,-388.2,-802.7,0.0,-97802.5,0.0,0.0,1649.1,1830.0,961.3,71621.0,21771.3,44921.0,54078.9,4539.1,13148.7,0.0,24142.3,22000.0,12862.8,138806.1,3208.3,254.7,4.2,564.8,2496.8,27482.7,241.6,15857.3,504.8,21.1,375.7,85.2,250.3,316.8,5646.0,51043.1,45.0,0.0
2017-01-02 01:00:00,0.0,0.0,0.0,-47935.4,-543.6,-25351.0,-3647.7,0.0,0.0,0.0,-426.0,-825.6,0.0,-86501.5,0.0,0.0,1533.6,0.0,0.0,67589.0,20063.9,42364.5,50825.3,4209.0,13422.4,0.0,22215.6,20318.5,12683.7,130092.3,2997.3,226.6,4.2,569.5,2508.5,27517.9,240.4,12477.4,497.7,21.0,377.1,85.1,249.2,318.7,5638.5,51107.2,45.5,0.0
2017-01-02 02:00:00,0.0,0.0,0.0,-45478.6,-534.5,-23987.0,-3277.7,0.0,0.0,0.0,-413.2,-810.0,0.0,-81803.5,0.0,0.0,1554.8,191.2,0.0,69463.6,20962.4,43639.3,56211.1,4243.6,11591.4,0.0,23149.8,21281.0,12754.7,134981.8,3047.0,221.4,4.2,9.2,42.0,26734.4,240.7,11317.3,506.7,21.0,378.5,85.0,248.2,318.6,5633.2,49627.6,45.2,0.0
2017-01-02 03:00:00,0.0,0.0,0.0,-43466.5,-526.7,-22910.6,-3175.6,0.0,0.0,0.0,-408.0,-796.8,0.0,-78214.7,0.0,0.0,1533.1,437.2,0.0,68946.7,20796.7,43338.5,50971.8,4172.5,12388.3,0.0,22935.5,21132.3,12983.7,134423.7,2983.4,210.7,4.2,9.2,41.8,26730.6,241.8,11298.9,499.0,20.9,373.1,85.0,250.6,317.7,5646.6,49648.7,44.9,0.0
2017-01-02 04:00:00,0.0,0.0,0.0,-42705.0,-525.3,-22414.1,-2860.3,0.0,0.0,0.0,-391.9,-793.4,0.0,-76950.0,0.0,0.0,1611.7,702.5,0.0,73882.8,23270.1,46514.2,60529.6,4340.3,13420.2,0.0,25613.2,23673.3,12713.8,145719.5,3159.5,206.4,4.2,9.2,41.5,26703.0,240.7,11299.5,505.0,20.8,381.1,84.9,249.5,316.9,5640.2,49580.7,44.6,0.0
2017-01-02 05:00:00,0.0,0.0,0.0,-42329.9,-525.7,-22277.1,-2837.2,0.0,0.0,0.0,-402.6,-792.5,0.0,-76272.4,0.0,0.0,1534.3,2559.8,2266.5,70201.7,21645.4,44184.4,51846.0,4136.3,11225.5,0.0,23850.1,21978.4,12625.7,138109.9,2937.4,184.8,4.2,9.1,41.2,27528.5,240.2,12401.5,500.9,20.8,375.9,84.8,248.4,318.4,5632.8,51117.4,44.3,0.0
2017-01-02 06:00:00,0.0,0.0,0.0,0.0,-536.6,0.0,0.0,0.0,0.0,0.0,-413.5,-806.7,0.0,0.0,0.0,0.0,4562.8,2762.9,1518.3,0.0,21062.6,0.0,0.0,15284.4,12191.8,0.0,23328.7,21321.1,12791.4,0.0,3007.0,191.1,4.2,9.1,41.0,28326.6,242.1,15741.1,502.6,20.7,376.8,84.7,249.9,318.7,5645.0,52638.0,44.0,0.0
2017-01-02 07:00:00,0.0,0.0,0.0,0.0,-869.7,0.0,0.0,0.0,0.0,0.0,-729.7,-1371.6,0.0,0.0,0.0,0.0,8868.8,2388.1,1409.4,0.0,20372.9,0.0,0.0,33811.5,12433.3,215.9,22857.3,20398.1,15158.3,0.3,13002.3,196.3,300.4,542.0,2425.6,32346.5,240.9,21302.0,502.7,1226.3,7500.5,84.7,249.9,317.8,5641.8,60070.4,43.7,0.0
2017-01-02 08:00:00,0.0,0.0,0.0,-41743.8,-1559.2,-21311.3,-5173.3,0.0,0.0,0.0,-1181.5,-2034.4,0.0,-83056.7,0.0,0.0,9419.5,1906.3,635.9,105629.5,17101.9,69614.9,66975.1,37115.2,312776.6,425.4,19378.2,16947.7,148222.1,221161.1,29224.8,156.4,274.7,696.2,3102.6,34052.3,239.7,25821.3,500.3,1001.1,7785.6,84.6,248.8,317.0,5634.2,63362.4,45.4,0.0
2017-01-02 09:00:00,0.0,0.0,0.0,-25357.2,-10.5,-13890.4,0.0,0.0,0.0,0.0,-4.0,-41.5,0.0,-66129.1,0.0,0.0,6252.3,1583.7,319.2,4310.2,1807.5,3732.1,16302.3,23446.1,177944.7,69044.0,3185.0,1698.5,129653.3,36225.4,24877.4,111.4,283.2,682.6,3000.7,33190.9,11684.6,20353.1,37500.1,1170.7,11176.9,84.5,11844.7,13933.4,14586.0,61595.0,2074.4,0.0
2017-01-02 10:00:00,0.0,0.0,0.0,-23137.4,-6247.8,-11107.4,-25209.7,0.0,0.0,0.0,-6522.4,-9040.0,0.0,-60087.9,0.0,0.0,5029.0,1435.0,179.4,88475.2,14628.5,55465.2,40477.0,18550.9,107659.9,39661.1,15762.2,14499.0,75900.6,179949.0,13834.4,78.7,288.0,654.2,2863.8,31564.6,11651.9,16976.4,37794.7,1205.7,11841.1,809.1,11900.8,13988.6,22239.7,58608.7,3810.0,0.0
2017-01-02 11:00:00,0.0,0.0,0.0,-26656.9,-5613.7,-13786.1,-24211.2,0.0,0.0,0.0,-5913.6,-8114.9,0.0,-54820.2,0.0,0.0,3893.7,1063.6,17.3,68378.1,13893.6,43067.9,40402.9,14430.2,80284.7,25762.6,15096.8,14117.0,51518.6,137065.8,9018.2,24.5,290.5,632.9,2793.4,30750.6,11639.7,14693.5,37909.1,1219.1,12066.1,1282.1,11922.9,14010.9,23102.6,57111.5,4004.4,0.0
2017-01-02 12:00:00,0.0,0.0,0.0,-2432.0,-5434.0,-1278.4,-22432.2,0.0,0.0,0.0,-5940.5,-7634.3,0.0,-30316.4,0.0,0.0,2978.9,547.7,0.0,105.2,288.6,425.3,3608.7,11124.1,57242.1,11463.1,609.5,422.4,33644.0,18847.5,5427.0,0.0,302.5,636.0,2865.1,31504.5,11635.2,12453.7,37951.6,1313.0,13751.6,2107.7,11931.0,14019.1,25565.1,58675.5,4563.4,0.0
2017-01-02 13:00:00,0.0,0.0,-63.4,-13383.2,-5585.7,-7297.6,-22734.7,0.0,0.0,0.0,-6124.8,-7631.0,0.0,-39532.6,0.0,0.0,2689.8,320.7,0.0,2176.0,864.2,1545.5,6678.2,10189.6,56005.7,7462.9,1380.4,1092.5,22426.1,20863.5,3302.2,0.0,317.0,627.0,2793.0,30745.1,11633.5,12428.4,37967.4,1438.0,15854.9,2851.5,11934.0,14022.1,27516.6,57107.9,5007.5,0.0
2017-01-02 14:00:00,0.0,0.0,-255.1,-14871.3,-6345.2,-8141.1,-24421.5,0.0,0.0,0.0,-6856.4,-8509.7,0.0,-40148.1,0.0,0.0,1967.5,188.7,0.0,1465.1,423.1,1004.8,4149.3,7295.1,28825.3,4257.9,788.1,586.8,11473.8,15187.3,1623.5,0.0,313.2,618.3,2723.0,29937.9,11632.9,12424.8,37973.3,1389.5,15275.1,3116.5,11935.1,14023.2,28667.0,55556.7,5259.1,0.0
2017-01-02 15:00:00,0.0,0.0,0.0,-13966.0,-6627.6,-7634.6,-25490.4,0.0,0.0,0.0,-7049.7,-8845.2,0.0,-38261.6,0.0,0.0,1845.3,275.7,0.0,4772.7,1013.4,3407.6,6602.4,6526.0,20002.9,3647.2,1502.2,1228.0,6306.5,22665.9,1023.5,0.0,286.0,601.4,2654.6,29130.1,11632.6,12418.5,37975.4,1169.2,11083.4,3041.1,11935.5,14023.6,22523.8,54113.8,3879.5,0.0
2017-01-02 16:00:00,0.0,0.0,0.0,-16483.2,-7054.5,-9044.1,-26638.8,0.0,0.0,0.0,-7320.4,-9623.3,0.0,-42692.7,0.0,0.0,1685.5,311.9,0.0,5002.6,687.2,3705.8,5416.5,5735.9,16247.5,3023.7,1099.5,895.8,2743.3,20679.9,150.4,0.0,285.5,588.8,2637.9,29130.1,11632.5,12413.5,37976.3,1153.5,10794.4,2534.8,11935.7,14023.7,23638.3,54115.0,4123.7,0.0
2017-01-02 17:00:00,0.0,0.0,0.0,-18295.3,-8677.5,-9830.3,-27503.8,0.0,0.0,0.0,-8864.8,-11959.1,0.0,-47767.7,0.0,0.0,1819.2,430.8,0.0,74963.4,10402.7,43898.9,26377.8,5870.9,16692.4,3904.8,11293.4,10677.6,18740.5,134740.5,727.6,0.0,301.9,598.3,2649.3,29128.9,242.3,12417.7,506.9,1285.7,13094.8,2276.5,250.6,319.2,8415.0,54113.5,674.1,0.0
2017-01-02 18:00:00,0.0,0.0,0.0,-35610.3,-2950.4,-19387.1,-5286.8,0.0,0.0,0.0,-2951.0,-4201.2,0.0,-68765.4,0.0,0.0,2374.8,406.7,0.0,65155.9,10766.2,40067.5,27554.3,8454.5,42188.5,3275.1,11452.1,11064.1,22801.0,119344.3,1547.8,0.0,278.1,639.1,2794.4,30737.5,241.1,14638.1,499.2,1072.9,9382.3,2311.4,249.6,318.4,8408.7,57111.8,673.3,0.0
2017-01-02 19:00:00,0.0,0.0,-131.6,-33098.9,-1325.8,-18343.1,0.0,0.0,0.0,0.0,-1409.2,-1858.1,0.0,-71882.4,0.0,0.0,2491.5,337.9,0.0,1.5,44.9,162.7,549.3,9170.6,64453.6,3263.5,82.7,9.5,20197.9,5964.4,1238.5,0.0,272.4,675.2,3008.8,33185.5,239.9,20161.4,504.7,1011.7,8269.5,2394.8,248.4,317.5,10891.2,61709.2,1237.9,0.0
2017-01-02 20:00:00,0.0,0.0,-259.0,-56584.0,-3177.3,-29852.9,-7296.5,0.0,0.0,0.0,-3288.9,-4629.8,0.0,-110411.9,0.0,0.0,2416.3,319.3,0.0,48376.6,5554.9,31783.1,15986.8,8974.2,59282.9,3311.6,6315.3,6166.8,17315.6,86527.6,928.1,0.0,260.8,683.3,3083.3,34108.2,241.8,16972.1,501.1,942.9,6980.8,2112.6,249.9,316.7,12562.1,63135.9,1613.9,0.0
2017-01-02 21:00:00,0.0,0.0,-198.8,-75081.5,-3199.8,-40553.1,-9960.1,0.0,0.0,0.0,-3221.0,-4489.7,0.0,-139268.7,0.0,0.0,2577.9,430.8,0.0,42773.1,7940.4,26418.9,21475.9,9367.3,61064.9,5305.3,8958.0,8010.9,18493.1,87413.8,3217.1,0.0,254.2,655.6,2939.4,32326.2,241.4,16910.8,502.4,966.4,7398.5,1747.8,249.9,319.0,5646.5,60186.9,45.4,0.0
2017-01-02 22:00:00,0.0,0.0,0.0,-79632.2,-3195.8,-43189.4,-10276.1,0.0,0.0,0.0,-3268.9,-4462.9,0.0,-154517.6,0.0,0.0,2477.6,509.4,0.0,39624.8,5936.9,24535.6,15900.0,9071.5,53158.4,0.0,6907.2,6099.3,0.0,68820.3,0.0,0.0,243.8,676.5,3027.0,33186.8,240.2,21320.3,502.9,866.0,5524.4,86.5,248.8,318.5,5639.3,61592.6,45.0,0.0
2017-01-02 23:00:00,0.0,0.0,0.0,-76086.9,-2096.6,-41106.5,-7748.3,0.0,0.0,0.0,-2093.8,-2970.2,0.0,-150656.9,0.0,0.0,0.0,748.0,0.0,39929.6,7358.5,24632.3,19723.3,0.0,0.0,0.0,8470.9,7456.3,0.0,71845.2,0.0,0.0,243.2,648.8,2861.0,31592.9,241.2,18081.9,500.1,831.9,4860.2,86.4,249.0,317.6,5632.8,58611.8,44.7,0.0
2017-01-03 00:00:00,0.0,0.0,0.0,-60089.8,-1471.2,-31567.4,-5413.3,0.0,0.0,0.0,-1390.6,-2111.9,0.0,-116900.9,0.0,0.0,0.0,945.0,124.6,43195.5,8942.4,26631.3,25397.4,0.0,0.0,0.0,10161.8,9133.1,0.0,78709.7,0.0,0.0,246.3,588.6,2577.2,28305.0,241.6,13612.5,504.8,830.6,4850.9,86.3,250.3,316.8,5646.2,52627.2,44.4,0.0
2017-01-03 01:00:00,0.0,0.0,0.0,-49012.0,-1333.6,-25869.1,-5015.8,0.0,0.0,0.0,-1253.5,-1931.4,0.0,-91536.0,0.0,0.0,0.0,0.0,0.0,41943.0,8858.6,25886.9,25096.0,0.0,0.0,0.0,10018.2,9045.5,0.0,76863.7,0.0,0.0,4.2,557.4,2504.2,27562.5,240.4,12453.7,497.7,20.9,374.7,86.3,249.2,318.7,5640.8,51185.0,44.1,0.0
2017-01-03 02:00:00,0.0,0.0,0.0,-46471.9,-1279.3,-24494.3,-4905.5,0.0,0.0,0.0,-1204.4,-1864.5,0.0,-87110.0,0.0,0.0,0.0,0.0,0.0,40625.2,8724.4,25086.9,25248.2,0.0,0.0,0.0,9893.8,8911.8,0.0,74636.5,0.0,0.0,4.2,9.6,42.5,26751.1,240.7,11321.2,506.7,20.9,378.7,86.2,248.2,318.6,5633.2,49655.0,43.8,0.0
2017-01-03 03:00:00,0.0,0.0,0.0,-44347.3,-1228.1,-23427.5,-4789.9,0.0,0.0,0.0,-1152.7,-1799.2,0.0,-82449.1,0.0,0.0,0.0,0.0,0.0,40029.9,8818.5,24746.3,24335.2,0.0,0.0,0.0,9977.9,9029.1,0.0,73780.0,0.0,0.0,4.2,9.6,42.2,26770.6,241.8,11302.7,499.0,20.8,377.5,86.1,250.6,317.7,5643.7,49706.0,44.6,0.0
2017-01-03 04:00:00,0.0,0.0,0.0,-43220.7,-1116.3,-23008.9,-4505.7,0.0,0.0,0.0,-1020.7,-1651.0,0.0,-79735.2,0.0,0.0,0.0,3.9,0.0,42982.3,10294.1,26826.9,30008.9,0.0,0.0,0.0,11657.4,10609.3,0.0,80222.2,0.0,0.0,4.2,9.6,42.0,26769.8,240.7,11303.1,504.9,20.7,374.4,86.0,249.5,316.9,5642.5,49707.0,45.6,0.0
2017-01-03 05:00:00,0.0,0.0,0.0,-42908.1,-1116.6,-22762.5,-4534.6,0.0,0.0,0.0,-1027.9,-1651.8,0.0,-78571.7,0.0,0.0,0.0,1606.4,1022.5,42334.1,10145.8,26386.4,27490.7,0.0,0.0,0.0,11529.5,10496.8,0.0,78982.3,0.0,0.0,4.2,9.6,41.7,27561.6,240.2,12415.8,500.9,20.7,380.3,86.0,248.4,318.4,5634.9,51189.7,45.3,0.0
2017-01-03 06:00:00,0.0,0.0,0.0,0.0,-1117.1,0.0,0.0,0.0,0.0,0.0,-1027.6,-1653.8,0.0,0.0,0.0,0.0,585.2,1638.1,551.1,0.0,9859.1,0.0,0.0,970.8,0.0,0.0,11130.6,9971.3,0.0,0.0,0.0,0.0,4.2,9.6,41.4,28342.5,242.1,15732.5,502.6,20.6,374.8,85.9,249.9,318.7,5640.2,52634.4,45.0,0.0
2017-01-03 07:00:00,0.0,0.0,0.0,0.0,-1823.7,0.0,0.0,0.0,0.0,0.0,-1822.1,-2664.8,0.0,0.0,0.0,0.0,2727.7,1341.0,433.5,0.0,8301.4,0.0,0.0,8670.9,0.0,0.0,9412.1,8273.0,0.0,0.0,64.8,0.0,301.1,543.7,2427.3,32461.2,240.9,21323.9,502.7,1226.9,7298.0,85.8,249.9,317.8,5644.1,60246.0,44.7,0.0
